fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
823.1	2989		Mouldings, cutting of	Fräsen, Holzbearbeitung	profilfräsning	jyrsintä			cepillado 																						
823.1	2990		Planing	Hobeln	hyvling	höyläys			moldurado 																						
823.2	2991		Chiselling	Nutfertigung	mejsling	talttaus			cajeado 																						
823.2	2992		Mortising	einstechen	sinkning	lovitus			trabajos con formón																						
823.3	2993		Tenoning	Zapfenverbindungen	tappning	tapitus			espigado 																						
823.4	2994		Boring	Bohren	borrning	poraus			taladrado 																						
823.5	2995		woodturning	Drechseln	svarvning	sorvaus			torneado de la madera 																						
823.7	2996		Combined cutting actions in wood processing	Kombinierte Schnittvorgänge in der Holzbearbeitung	sammansatta bearbetningsmetoder	yhdistetyt puunleikkausmenetelmät			trabajos combinados de corte en la transformación de la madera 																						
823.8	2997		Cutters, wood-processing, and their maintenance	Schneidewerkzeuge (Holzbearbeitung) und ihre Instandhaltung	skärverktyg och deras skötsel				cuchillas para madera y su conservación 																						
824	2998		Joints; jointing and assembly of wood	Holzverbindungen	träförbindningar	puuliitokset ja liittäminen			uniones juntado y ensamblado de la madera 																						
824.1	2999		Joints; jointing and assembly of wood: nailed	Holzverbindungen: Nagel-	förbindningar, spikförband	liitokset, puu: naulatut																									
824.1	3000		Nailed joints	Nagelverbindungen	spikförband	naulaliitokset			uniones con clavos																						
824.2	3001		Joints; jointing and assembly of wood: screwed	Holzverbindungen: Schrauben-	förbindningar, skruvförband	liitokset, puu: ruuvatut			uniones con tornillos 																						
824.2	3002		Screwed joints	Schraubenverbindungen	skruvförband	ruuviliitokset			atornillado 																						
824.3	3003		Bolted joints	Bolzenverbindungen	bultförband	pulttiliitokset			pernos, uniones con 																						
824.3	3004		Joints; jointing and assembly of wood: bolted	Holzverbindungen: Bolzen-	förbindningar, bultförband	liitokset, puu: pultatut			uniones con pernos 																						
824.4	3005		Dowelled joints	Dübelverbindungen	dymlade förband	poratappiliitos			ensamblado de espigas																						
824.4	3006		Joints; jointing and assembly of wood: dowelled	Holzverbindungen: Dübel-	förbindningar, dymlade förband	liitokset, puu: poratapit			uniones con espigas 																						
824.5	3007		Joints; jointing and assembly of wood: timber-connector	Holzverbindungen: moderne Holzverbinder	förbindningar, krafttagande mellanlägg				uniones con conectores de madera 																						
824.5	3008		Timber connectors	Holzverbinder, moderne	krafttagande mellanlägg				conectores para madera 									Connectors, timber	Einpreßdübel												
824.6	3009		Carpenters' joints	Zimmermannsmäßige Holzverbindungen	snickeriförbindningar	jatkettu puu			ensamblajes de carpintero																						
824.6	3010		Dovetail joints	Schwalbenschwanz, Holzverbinder	laxstjärt	lohenpyrstöliitos															sinkkaliitos|lomaliitos										
824.6	3011		finger joint wood			sormijatkoliitos							f																		
824.6	3012		Finger-joint	Kammverbindung	fingerskarv	Sormiliitos			cola de milano, ensamblado con 				f							förbindningar, fogar	kampaliitos										
824.6	3013		Joints; jointing and assembly of wood: carpenters' and joiners'	Holzverbindungen: zimmermanns- und schreinermäßige	förbindningar, snickeriförbindningar	liitokset: jatkoliitokset			uniones de carpintero y ebanista 																						
824.7	3014		Glued joints: general	Leimverbindungen: Allgemeines	limmade förband	liimaliitokset			uniones con colas 																						
824.7	3015		Joints; jointing and assembly of wood: glued	Holzverbindungen: Leim-	förbindningar, limmade förband				juntas encoladas: generalidades 																						
824.8	3016		Glues	Leime	lim	liimat			colas en general 											bindemedel				adhesivos, elementos							
824.82	3017		Glues, natural	Leime, natürliche	lim, naturlim				colas naturales 																						
824.821	3018		Glues, natural: animal	Leime, natürliche: tierische	lim, naturlim (animaliskt)				colas animales 																						
824.822	3019		Glues, natural: blood albumin	Leime, natürliche: Blutalbumin	lim, naturlim (blodalbumin)				colas de albúmina 																						
824.823	3020		Glues, natural: casein	Leime, natürliche: Kasein	lim, naturlim (kasein)				colas de caseína 																						
824.824	3021		Glues, natural: starch derivatives	Leime, natürliche: Stärkederivate	lim, naturlim (stärkelsederivat)				colas derivadas del almidón 																						
824.825	3022		Glues, natural: vegetable protein	Leime, natürliche: Pflanzeneiweiß	lim, naturlim (vegetabiliska proteiner)				colas de proteinas  vegetales 																						
824.829	3023		Glues, natural: other natural glues	Leime, natürliche: andere natürliche Leime					colas, otros tipos de colas naturales 																						
824.83	3024		Glues, synthetic	Leime, synthetische	lim, syntetlim				colas sintéticas 																						
824.831	3025		Glues, synthetic: melamine	Leime, synthetische: Melamine	lim, syntetlim (melaminharts)				colas sintéticas, melamina 																						
824.832	3026		Glues, synthetic: phenolic	Leime, synthetische: Phenole	lim, syntetlim (fenolharts)				colas sintéticas, fenólicas  																						
824.833	3027		Glues, synthetic: resorcinol	Leime, synthetische: Resorcinole	lim, syntetlim (resorcinolharts)																										
824.834	3028		Glues, synthetic: urea	Leime, synthetische: Harnstoffe	lim, syntetlim (karbamidharts)																										
824.839	3029		Glues, synthetic: other synthetic	Leime, synthetische: andere synthetische Leime	lim, syntetlim (övrigt syntetlim)				colas sintéticas, otras colàs sintéticas  																						
824.84	3030		Glues, metal-bonding	Leime: die auf Metall haften	lim för sammanfogning av metaller				colas para unión metal madera 																						
824.84	3031		Metals: bonding of wood to	Metall: Verbinden von Holz mit	metaller: sammanfogning med trä																										
824.86	3032		Gluing	Leimtechnik	limning, allmänt				encolado en general 																						
824.87	3033		Gluing, heating methods in	Leimen, Heizverfahren	limning, uppvärmningsmetoder				encolado; métodos de calentamiento 															calentamiento por rayos infrarrojos							
824.872	3034		Gluing, heating methods in: steam and hot-water	Leimen, Heizverfahren: Dampf und heißes Wasser	limning, uppvärmningsmetoder (ånga och varmvatten)				encolado; métodos de calentamiento con vapor y agua caliente 																						
824.873	3035		Electrical methods of glue heating	Elektrische Verfahren in der Leimtechnik	elektriska metoder för limning, allmänt				eléctrico, calentamiento; métodos de encolado por 																						
824.873	3036		Gluing, heating methods in: electrical: general	Leimen, Heizverfahren: elektrische Verfahren: Allgemeines	limning, uppvärmningsmetoder (elektriska metoder, allmänt)				encolado; métodos de calentamiento eléctricos en general 																						
824.874	3037		Electrical methods of glue heating: resistance heating	Elektrische Verfahren in der Leimtechnik: Widerstandserhitzung	elektriska metoder för limning, elektrisk motståndsuppvärmning				eléctrico, calentamiento con resistencias eléctricas 																						
824.874	3038		Gluing, heating methods in: electrical resistance	Leimen, Heizverfahren: elektrische Widerstandserhitzung	limning, uppvärmningsmetoder (elektrisk motståndsuppvärmning)				encolado; métodos de calentamiento con resistencias eléctricas 																						
824.875	3039		Electrical methods of glue heating: radio-frequency heating	Elektrische Verfahren in der Leimtechnik: Hochfrequenz-Erhitzung	elektriska metoder för limning, högfrekvensuppvärmning				eléctrico, calentamiento por radiofrecuencia 																						
824.875	3040		Gluing, heating methods in: radio-frequency	Leimen, Heizverfahren: Hochfrequenz-Erhitzung	limning, uppvärmningsmetoder (högfrekvensuppvärmning)				encolado; métodos de calentamiento por radiofrecuencia 																						
824.876	3041		Electrical methods of glue heating: radiant heat	Elektrische Verfahren in der Leimtechnik: Strahlungswärme	elektriska metoder för limning, strålningsvärme				eléctrico, calentamiento por radiación 																						
824.876	3042		gluing by radiant heat	Strahlungswärme: Verleimen mit	strålningsvärme: limning med				calentamiento por encolado por el método de radiación																						
824.876	3043		Gluing, heating methods in: radiant heat	Leimen, Heizverfahren: Strahlungswärme	limning, uppvärmningsmetoder (strålningsvärme)				encolado; métodos de calentamiento por radiación 																						
824.88	3044		Fireproofing of wood: effect on gluing	Holzschutz gegen Feuer: Einfluß auf die Verleimung	brandskyddsbehandling av virke: inverkan på limning				ignifugación de la madera, efecto en el encolado 																						
824.88	3045		Gluing: effect of preservatives, fireproofing agents etc.	Leimtechnik: Einflüsse von Holz- und Flammschutzmitteln usw.	limning, inverkan av impregneringsmedel, brandskyddsmedel m.m.				encolado efecto de los antisépticos, ignífugos, etc. 																						
824.88	3046		Preservatives, wood: effect on gluing	Holzschutzmittel: Einfluß auf die Verleimung	konserveringsmedel, inverkan på limning				preservadores de la madera, sus efectos en el encolado  											impregneringsmedel, inverkan på limning											
825.1	3047		Cleaving of wood: as industrial operation, including machines	Holzspalten: in der Holzindustrie, einschließlich Maschinen	klyvning: inom skogsindustri	halkaisu			raja de la madera: en la industria 										Spalten: in der holzbearbeitenden Industrie												
825.5	3048		Adzing: as industrial operation	Behauen: in der Holz bearbeitenden Industrie	bilning	koverrus			azolado como preparación industrial  																						
825.5	3049			Dechseln	skarvning																										
825.7	3050		Comminution of wood, mechanical	Zerkleinerung von Holz, mechanisch					desmenuzamiento mecánico de la madera 																						
825.71	3051		"Hogging" of wood	Holzhacken zum Zerkleinern: industriell	sönderdelning av trä, mekanisk																										
825.71	3052		Chipping of wood: industrial	Zerhacken des Holzes	flishuggning: industriell	haketus			virutas de madera: en fabrica 									Hogging of wood													
825.71	3053			Hackschnitzelherstellung: außerhalb des Waldes	mekanisk sönderdelning av trä																										
825.71	3054				flisning utanför skog												v2016														
825.72	3055		Flaking, of wood	Zerspanen, von Holz	flagning				Triturado de la madera 																		mekanisk sönderdelning, flagning				
825.73	3056		Grinding, wood	Mahlen des Holzes																											
825.73	3057			Schleifen des Holzes: Mahlen	slipning av trä																										
825.74	3058		Defibration of wood	Zerfasern von Holz	defibrering				desfibrado de la madera 																						
826.1	3059		Peeling: of wood: processes	Schälen zur Furnierherstellung	skalning	viilun valmistus			desenrollado de la madera; procedimientos 																						
826.2	3060		Slicing, wood	Messern des Holzes	klippning av tunna ark				rebanado de la madera 																						
826.5	3061		Edging of thin sheets		skärning av tunna ark				corte de chapas 																						
826.5	3062		Trimming: thin wood sheets	Säumen (Zurechtschneiden) von dünnen Holzblättern (z.B. Furnieren)	kantning av tunna ark				canteado de chapas 																						
826.5	3063				klingor																										
827	3064				böjning och formning	taivutus ja muotoilu																									
827.1	3065		Bending, wood	Biegen, Holz	böjning av trä	puun taivutus			curvado de la madera 																						
827.3	3066		Moulding of wood	Verformen des Holzes	formning	puun muotoilu			moldeado de la madera 																						
828	3067		Carpentry, general	Zimmermannsarbeiten i.a.	snickerier: allmänt	puusepän- ja rakennuspuusepänteollisuus			carpintería; generalidades 																						
